           Unix Timestamp,               UTC_Date_&_Time,         Pacific Standard Time,       Battery,   Temperature,  Dissolved.Oxygen,  Dissolved Oxygen Saturation,             Q
                1660443660,           2022-08-14 02:21:00,           2022-08-13 19:21:00,      3.180000,     19.528000,          6.525000,                    71.093490,      0.892000
                1660443960,           2022-08-14 02:26:00,           2022-08-13 19:26:00,      3.180000,     19.461000,          6.524000,                    70.987261,      0.891000
                1660444260,           2022-08-14 02:31:00,           2022-08-13 19:31:00,      3.180000,     19.427000,          6.532000,                    71.025880,      0.892000
                1660444560,           2022-08-14 02:36:00,           2022-08-13 19:36:00,      3.180000,     19.352000,          6.530000,                    70.897363,      0.892000
                1660444860,           2022-08-14 02:41:00,           2022-08-13 19:41:00,      3.180000,     19.293000,          6.529000,                    70.802548,      0.892000
                1660445160,           2022-08-14 02:46:00,           2022-08-13 19:46:00,      3.180000,     19.226000,          6.532000,                    70.739719,      0.891000
                1660445460,           2022-08-14 02:51:00,           2022-08-13 19:51:00,      3.180000,     19.175000,          6.524000,                    70.580598,      0.891000
                1660445760,           2022-08-14 02:56:00,           2022-08-13 19:56:00,      3.180000,     19.116000,          6.531000,                    70.572404,      0.892000
                1660446060,           2022-08-14 03:01:00,           2022-08-13 20:01:00,      3.180000,     19.049000,          6.536000,                    70.531079,      0.892000
                1660446360,           2022-08-14 03:06:00,           2022-08-13 20:06:00,      3.180000,     18.982000,          6.533000,                    70.403422,      0.892000
                1660446660,           2022-08-14 03:11:00,           2022-08-13 20:11:00,      3.170000,     18.915000,          6.538000,                    70.361973,      0.892000
                1660446960,           2022-08-14 03:16:00,           2022-08-13 20:16:00,      3.180000,     18.839000,          6.529000,                    70.157157,      0.891000
                1660447260,           2022-08-14 03:21:00,           2022-08-13 20:21:00,      3.180000,     18.780000,          6.541000,                    70.202162,      0.892000
                1660447560,           2022-08-14 03:26:00,           2022-08-13 20:26:00,      3.180000,     18.705000,          6.547000,                    70.159784,      0.892000
                1660447860,           2022-08-14 03:31:00,           2022-08-13 20:31:00,      3.180000,     18.620000,          6.546000,                    70.028115,      0.891000
                1660448160,           2022-08-14 03:36:00,           2022-08-13 20:36:00,      3.180000,     18.553000,          6.549000,                    69.964854,      0.891000
                1660448460,           2022-08-14 03:41:00,           2022-08-13 20:41:00,      3.180000,     18.494000,          6.550000,                    69.891578,      0.891000
                1660448760,           2022-08-14 03:46:00,           2022-08-13 20:46:00,      3.180000,     18.402000,          6.559000,                    69.856551,      0.891000
                1660449060,           2022-08-14 03:51:00,           2022-08-13 20:51:00,      3.180000,     18.326000,          6.570000,                    69.865293,      0.892000
                1660449360,           2022-08-14 03:56:00,           2022-08-13 20:56:00,      3.180000,     18.267000,          6.570000,                    69.781154,      0.891000
                1660449660,           2022-08-14 04:01:00,           2022-08-13 21:01:00,      3.180000,     18.174000,          6.590000,                    69.860587,      0.892000
                1660449960,           2022-08-14 04:06:00,           2022-08-13 21:06:00,      3.180000,     18.064000,          6.597000,                    69.777392,      0.891000
                1660450260,           2022-08-14 04:11:00,           2022-08-13 21:11:00,      3.180000,     17.997000,          6.603000,                    69.744929,      0.891000
                1660450560,           2022-08-14 04:16:00,           2022-08-13 21:16:00,      3.170000,     17.904000,          6.616000,                    69.748874,      0.891000
                1660450860,           2022-08-14 04:21:00,           2022-08-13 21:21:00,      3.170000,     17.828000,          6.634000,                    69.829390,      0.892000
                1660451160,           2022-08-14 04:26:00,           2022-08-13 21:26:00,      3.170000,     17.744000,          6.635000,                    69.719188,      0.891000
                1660451460,           2022-08-14 04:31:00,           2022-08-13 21:31:00,      3.180000,     17.693000,          6.641000,                    69.708890,      0.891000
                1660451760,           2022-08-14 04:36:00,           2022-08-13 21:36:00,      3.180000,     17.592000,          6.658000,                    69.741756,      0.891000
                1660452060,           2022-08-14 04:41:00,           2022-08-13 21:41:00,      3.180000,     17.515000,          6.664000,                    69.693560,      0.891000
                1660452360,           2022-08-14 04:46:00,           2022-08-13 21:46:00,      3.180000,     17.465000,          6.674000,                    69.725945,      0.891000
                1660452660,           2022-08-14 04:51:00,           2022-08-13 21:51:00,      3.180000,     17.363000,          6.692000,                    69.766366,      0.892000
                1660452960,           2022-08-14 04:56:00,           2022-08-13 21:56:00,      3.180000,     17.295000,          6.697000,                    69.720032,      0.891000
                1660453260,           2022-08-14 05:01:00,           2022-08-13 22:01:00,      3.180000,     17.211000,          6.715000,                    69.785506,      0.892000
                1660453560,           2022-08-14 05:06:00,           2022-08-13 22:06:00,      3.180000,     17.143000,          6.720000,                    69.738731,      0.891000
                1660453860,           2022-08-14 05:11:00,           2022-08-13 22:11:00,      3.180000,     17.058000,          6.735000,                    69.770740,      0.891000
                1660454160,           2022-08-14 05:16:00,           2022-08-13 22:16:00,      3.180000,     16.990000,          6.755000,                    69.878740,      0.892000
                1660454460,           2022-08-14 05:21:00,           2022-08-13 22:21:00,      3.180000,     16.948000,          6.752000,                    69.786484,      0.891000
                1660454760,           2022-08-14 05:26:00,           2022-08-13 22:26:00,      3.180000,     16.872000,          6.776000,                    69.923390,      0.892000
                1660455060,           2022-08-14 05:31:00,           2022-08-13 22:31:00,      3.170000,     16.838000,          6.774000,                    69.853053,      0.891000
                1660455360,           2022-08-14 05:36:00,           2022-08-13 22:36:00,      3.170000,     16.795000,          6.788000,                    69.934446,      0.892000
                1660455660,           2022-08-14 05:41:00,           2022-08-13 22:41:00,      3.170000,     16.753000,          6.800000,                    69.996470,      0.892000
                1660455960,           2022-08-14 05:46:00,           2022-08-13 22:46:00,      3.170000,     16.702000,          6.808000,                    70.003936,      0.892000
                1660456260,           2022-08-14 05:51:00,           2022-08-13 22:51:00,      3.170000,     16.600000,          6.823000,                    70.008128,      0.891000
                1660456560,           2022-08-14 05:56:00,           2022-08-13 22:56:00,      3.170000,     16.574000,          6.833000,                    70.072441,      0.892000
                1660456860,           2022-08-14 06:01:00,           2022-08-13 23:01:00,      3.180000,     16.498000,          6.837000,                    70.001486,      0.891000
                1660457160,           2022-08-14 06:06:00,           2022-08-13 23:06:00,      3.180000,     16.447000,          6.844000,                    69.997958,      0.891000
                1660457460,           2022-08-14 06:11:00,           2022-08-13 23:11:00,      3.180000,     16.379000,          6.856000,                    70.020275,      0.891000
                1660457760,           2022-08-14 06:16:00,           2022-08-13 23:16:00,      3.180000,     16.327000,          6.864000,                    70.025122,      0.891000
                1660458060,           2022-08-14 06:21:00,           2022-08-13 23:21:00,      3.180000,     16.276000,          6.876000,                    70.072048,      0.892000
                1660458360,           2022-08-14 06:26:00,           2022-08-13 23:26:00,      3.180000,     16.217000,          6.884000,                    70.066156,      0.891000
                1660458660,           2022-08-14 06:31:00,           2022-08-13 23:31:00,      3.180000,     16.166000,          6.887000,                    70.021110,      0.891000
                1660458960,           2022-08-14 06:36:00,           2022-08-13 23:36:00,      3.180000,     16.123000,          6.899000,                    70.079292,      0.892000
                1660459260,           2022-08-14 06:41:00,           2022-08-13 23:41:00,      3.180000,     16.046000,          6.913000,                    70.107012,      0.892000
                1660459560,           2022-08-14 06:46:00,           2022-08-13 23:46:00,      3.180000,     16.012000,          6.917000,                    70.097006,      0.891000
                1660459860,           2022-08-14 06:51:00,           2022-08-13 23:51:00,      3.180000,     15.969000,          6.918000,                    70.043183,      0.891000
                1660460160,           2022-08-14 06:56:00,           2022-08-13 23:56:00,      3.180000,     15.901000,          6.938000,                    70.144270,      0.892000
                1660460460,           2022-08-14 07:01:00,           2022-08-14 00:01:00,      3.180000,     15.858000,          6.940000,                    70.100360,      0.891000
                1660460760,           2022-08-14 07:06:00,           2022-08-14 00:06:00,      3.180000,     15.824000,          6.945000,                    70.100130,      0.892000
                1660461060,           2022-08-14 07:11:00,           2022-08-14 00:11:00,      3.170000,     15.747000,          6.962000,                    70.156567,      0.891000
                1660461360,           2022-08-14 07:16:00,           2022-08-14 00:16:00,      3.170000,     15.730000,          6.972000,                    70.231882,      0.892000
                1660461660,           2022-08-14 07:21:00,           2022-08-14 00:21:00,      3.170000,     15.679000,          6.970000,                    70.135404,      0.892000
                1660461960,           2022-08-14 07:26:00,           2022-08-14 00:26:00,      3.170000,     15.661000,          6.984000,                    70.249287,      0.892000
                1660462260,           2022-08-14 07:31:00,           2022-08-14 00:31:00,      3.170000,     15.602000,          6.982000,                    70.140741,      0.891000
                1660462560,           2022-08-14 07:36:00,           2022-08-14 00:36:00,      3.180000,     15.516000,          7.006000,                    70.252543,      0.892000
                1660462860,           2022-08-14 07:41:00,           2022-08-14 00:41:00,      3.170000,     15.507000,          7.008000,                    70.259066,      0.892000
                1660463160,           2022-08-14 07:46:00,           2022-08-14 00:46:00,      3.180000,     15.439000,          7.016000,                    70.236925,      0.892000
                1660463460,           2022-08-14 07:51:00,           2022-08-14 00:51:00,      3.180000,     15.387000,          7.037000,                    70.368678,      0.892000
                1660463760,           2022-08-14 07:56:00,           2022-08-14 00:56:00,      3.180000,     15.336000,          7.041000,                    70.331683,      0.892000
                1660464060,           2022-08-14 08:01:00,           2022-08-14 01:01:00,      3.180000,     15.301000,          7.040000,                    70.268872,      0.892000
                1660464360,           2022-08-14 08:06:00,           2022-08-14 01:06:00,      3.180000,     15.241000,          7.049000,                    70.268055,      0.892000
                1660464660,           2022-08-14 08:11:00,           2022-08-14 01:11:00,      3.180000,     15.198000,          7.052000,                    70.232983,      0.891000
                1660464960,           2022-08-14 08:16:00,           2022-08-14 01:16:00,      3.180000,     15.155000,          7.069000,                    70.337169,      0.892000
                1660465260,           2022-08-14 08:21:00,           2022-08-14 01:21:00,      3.180000,     15.138000,          7.065000,                    70.271640,      0.891000
                1660465560,           2022-08-14 08:26:00,           2022-08-14 01:26:00,      3.180000,     15.087000,          7.074000,                    70.283887,      0.891000
                1660465860,           2022-08-14 08:31:00,           2022-08-14 01:31:00,      3.180000,     15.052000,          7.083000,                    70.320221,      0.891000
                1660466160,           2022-08-14 08:36:00,           2022-08-14 01:36:00,      3.180000,     15.009000,          7.090000,                    70.324443,      0.891000
                1660466460,           2022-08-14 08:41:00,           2022-08-14 01:41:00,      3.180000,     14.949000,          7.108000,                    70.411692,      0.892000
                1660466760,           2022-08-14 08:46:00,           2022-08-14 01:46:00,      3.180000,     14.923000,          7.110000,                    70.391941,      0.891000
                1660467060,           2022-08-14 08:51:00,           2022-08-14 01:51:00,      3.180000,     14.897000,          7.119000,                    70.441437,      0.892000
                1660467360,           2022-08-14 08:56:00,           2022-08-14 01:56:00,      3.180000,     14.854000,          7.124000,                    70.425370,      0.891000
                1660467660,           2022-08-14 09:01:00,           2022-08-14 02:01:00,      3.180000,     14.837000,          7.129000,                    70.448872,      0.891000
                1660467960,           2022-08-14 09:06:00,           2022-08-14 02:06:00,      3.180000,     14.811000,          7.134000,                    70.458605,      0.892000
                1660468260,           2022-08-14 09:11:00,           2022-08-14 02:11:00,      3.180000,     14.768000,          7.146000,                    70.511404,      0.892000
                1660468560,           2022-08-14 09:16:00,           2022-08-14 02:16:00,      3.180000,     14.733000,          7.151000,                    70.507220,      0.892000
                1660468860,           2022-08-14 09:21:00,           2022-08-14 02:21:00,      3.180000,     14.690000,          7.151000,                    70.441478,      0.891000
                1660469160,           2022-08-14 09:26:00,           2022-08-14 02:26:00,      3.180000,     14.638000,          7.161000,                    70.460388,      0.891000
                1660469460,           2022-08-14 09:31:00,           2022-08-14 02:31:00,      3.170000,     14.612000,          7.166000,                    70.469767,      0.892000
                1660469760,           2022-08-14 09:36:00,           2022-08-14 02:36:00,      3.180000,     14.569000,          7.175000,                    70.492345,      0.891000
                1660470060,           2022-08-14 09:41:00,           2022-08-14 02:41:00,      3.170000,     14.535000,          7.187000,                    70.558036,      0.892000
                1660470360,           2022-08-14 09:46:00,           2022-08-14 02:46:00,      3.180000,     14.500000,          7.197000,                    70.602403,      0.892000
                1660470660,           2022-08-14 09:51:00,           2022-08-14 02:51:00,      3.180000,     14.457000,          7.195000,                    70.516706,      0.891000
                1660470960,           2022-08-14 09:56:00,           2022-08-14 02:56:00,      3.180000,     14.431000,          7.201000,                    70.535530,      0.891000
                1660471260,           2022-08-14 10:01:00,           2022-08-14 03:01:00,      3.180000,     14.379000,          7.218000,                    70.621913,      0.892000
                1660471560,           2022-08-14 10:06:00,           2022-08-14 03:06:00,      3.180000,     14.353000,          7.220000,                    70.601410,      0.891000
                1660471860,           2022-08-14 10:11:00,           2022-08-14 03:11:00,      3.180000,     14.310000,          7.234000,                    70.671919,      0.892000
                1660472160,           2022-08-14 10:16:00,           2022-08-14 03:16:00,      3.180000,     14.301000,          7.232000,                    70.638490,      0.892000
                1660472460,           2022-08-14 10:21:00,           2022-08-14 03:21:00,      3.180000,     14.258000,          7.244000,                    70.689233,      0.892000
                1660472760,           2022-08-14 10:26:00,           2022-08-14 03:26:00,      3.180000,     14.240000,          7.243000,                    70.651659,      0.891000
                1660473060,           2022-08-14 10:31:00,           2022-08-14 03:31:00,      3.180000,     14.197000,          7.259000,                    70.741145,      0.892000
                1660473360,           2022-08-14 10:36:00,           2022-08-14 03:36:00,      3.180000,     14.180000,          7.260000,                    70.724566,      0.892000
                1660473660,           2022-08-14 10:41:00,           2022-08-14 03:41:00,      3.180000,     14.154000,          7.273000,                    70.810878,      0.892000
                1660473960,           2022-08-14 10:46:00,           2022-08-14 03:46:00,      3.180000,     14.128000,          7.270000,                    70.741362,      0.892000
                1660474260,           2022-08-14 10:51:00,           2022-08-14 03:51:00,      3.180000,     14.084000,          7.279000,                    70.760650,      0.892000
                1660474560,           2022-08-14 10:56:00,           2022-08-14 03:56:00,      3.180000,     14.067000,          7.284000,                    70.782858,      0.892000
                1660474860,           2022-08-14 11:01:00,           2022-08-14 04:01:00,      3.180000,     14.049000,          7.291000,                    70.822906,      0.892000
                1660475160,           2022-08-14 11:06:00,           2022-08-14 04:06:00,      3.180000,     14.015000,          7.291000,                    70.770070,      0.892000
                1660475460,           2022-08-14 11:11:00,           2022-08-14 04:11:00,      3.180000,     13.989000,          7.296000,                    70.778176,      0.891000
                1660475760,           2022-08-14 11:16:00,           2022-08-14 04:16:00,      3.180000,     13.954000,          7.311000,                    70.869166,      0.892000
                1660476060,           2022-08-14 11:21:00,           2022-08-14 04:21:00,      3.180000,     13.928000,          7.316000,                    70.877108,      0.892000
                1660476360,           2022-08-14 11:26:00,           2022-08-14 04:26:00,      3.180000,     13.893000,          7.318000,                    70.841923,      0.892000
                1660476660,           2022-08-14 11:31:00,           2022-08-14 04:31:00,      3.180000,     13.841000,          7.329000,                    70.867241,      0.892000
                1660476960,           2022-08-14 11:36:00,           2022-08-14 04:36:00,      3.180000,     13.832000,          7.328000,                    70.843527,      0.892000
                1660477260,           2022-08-14 11:41:00,           2022-08-14 04:41:00,      3.180000,     13.806000,          7.330000,                    70.822282,      0.892000
                1660477560,           2022-08-14 11:46:00,           2022-08-14 04:46:00,      3.180000,     13.780000,          7.326000,                    70.743081,      0.891000
                1660477860,           2022-08-14 11:51:00,           2022-08-14 04:51:00,      3.180000,     13.736000,          7.345000,                    70.857758,      0.892000
                1660478160,           2022-08-14 11:56:00,           2022-08-14 04:56:00,      3.180000,     13.701000,          7.344000,                    70.793405,      0.891000
                1660478460,           2022-08-14 12:01:00,           2022-08-14 05:01:00,      3.180000,     13.658000,          7.355000,                    70.832143,      0.891000
                1660478760,           2022-08-14 12:06:00,           2022-08-14 05:06:00,      3.180000,     13.632000,          7.363000,                    70.868457,      0.892000
                1660479060,           2022-08-14 12:11:00,           2022-08-14 05:11:00,      3.180000,     13.605000,          7.363000,                    70.826166,      0.891000
                1660479360,           2022-08-14 12:16:00,           2022-08-14 05:16:00,      3.180000,     13.562000,          7.383000,                    70.951025,      0.892000
                1660479660,           2022-08-14 12:21:00,           2022-08-14 05:21:00,      3.180000,     13.536000,          7.376000,                    70.842972,      0.891000
                1660479960,           2022-08-14 12:26:00,           2022-08-14 05:26:00,      3.180000,     13.509000,          7.390000,                    70.935008,      0.892000
                1660480260,           2022-08-14 12:31:00,           2022-08-14 05:31:00,      3.180000,     13.483000,          7.389000,                    70.884564,      0.892000
                1660480560,           2022-08-14 12:36:00,           2022-08-14 05:36:00,      3.180000,     13.448000,          7.396000,                    70.896689,      0.892000
                1660480860,           2022-08-14 12:41:00,           2022-08-14 05:41:00,      3.180000,     13.422000,          7.402000,                    70.913299,      0.892000
                1660481160,           2022-08-14 12:46:00,           2022-08-14 05:46:00,      3.180000,     13.396000,          7.416000,                    71.006446,      0.892000
                1660481460,           2022-08-14 12:51:00,           2022-08-14 05:51:00,      3.180000,     13.369000,          7.420000,                    71.002174,      0.892000
                1660481760,           2022-08-14 12:56:00,           2022-08-14 05:56:00,      3.180000,     13.361000,          7.415000,                    70.941724,      0.892000
                1660482060,           2022-08-14 13:01:00,           2022-08-14 06:01:00,      3.180000,     13.326000,          7.425000,                    70.982186,      0.892000
                1660482360,           2022-08-14 13:06:00,           2022-08-14 06:06:00,      3.180000,     13.317000,          7.422000,                    70.939316,      0.892000
                1660482660,           2022-08-14 13:11:00,           2022-08-14 06:11:00,      3.180000,     13.282000,          7.434000,                    70.998745,      0.892000
                1660482960,           2022-08-14 13:16:00,           2022-08-14 06:16:00,      3.180000,     13.238000,          7.436000,                    70.948362,      0.892000
                1660483260,           2022-08-14 13:21:00,           2022-08-14 06:21:00,      3.180000,     13.212000,          7.452000,                    71.059881,      0.892000
                1660483560,           2022-08-14 13:26:00,           2022-08-14 06:26:00,      3.180000,     13.177000,          7.457000,                    71.052149,      0.892000
                1660483860,           2022-08-14 13:31:00,           2022-08-14 06:31:00,      3.180000,     13.159000,          7.463000,                    71.080802,      0.892000
                1660484160,           2022-08-14 13:36:00,           2022-08-14 06:36:00,      3.180000,     13.115000,          7.476000,                    71.134803,      0.892000
                1660484460,           2022-08-14 13:41:00,           2022-08-14 06:41:00,      3.180000,     13.098000,          7.485000,                    71.193435,      0.892000
                1660484760,           2022-08-14 13:46:00,           2022-08-14 06:46:00,      3.180000,     13.080000,          7.494000,                    71.250415,      0.892000
                1660485060,           2022-08-14 13:51:00,           2022-08-14 06:51:00,      3.180000,     13.054000,          7.508000,                    71.342104,      0.892000
                1660485360,           2022-08-14 13:56:00,           2022-08-14 06:56:00,      3.180000,     13.028000,          7.531000,                    71.519114,      0.892000
                1660485660,           2022-08-14 14:01:00,           2022-08-14 07:01:00,      3.180000,     13.019000,          7.534000,                    71.533220,      0.892000
                1660485960,           2022-08-14 14:06:00,           2022-08-14 07:06:00,      3.180000,     12.984000,          7.544000,                    71.572162,      0.892000
                1660486260,           2022-08-14 14:11:00,           2022-08-14 07:11:00,      3.180000,     12.975000,          7.559000,                    71.700043,      0.892000
                1660486560,           2022-08-14 14:16:00,           2022-08-14 07:16:00,      3.180000,     12.975000,          7.566000,                    71.766441,      0.892000
                1660486860,           2022-08-14 14:21:00,           2022-08-14 07:21:00,      3.180000,     12.931000,          7.582000,                    71.847463,      0.892000
                1660487160,           2022-08-14 14:26:00,           2022-08-14 07:26:00,      3.180000,     12.922000,          7.595000,                    71.956158,      0.892000
                1660487460,           2022-08-14 14:31:00,           2022-08-14 07:31:00,      3.180000,     12.904000,          7.608000,                    72.050288,      0.892000
                1660487760,           2022-08-14 14:36:00,           2022-08-14 07:36:00,      3.180000,     12.904000,          7.628000,                    72.239694,      0.893000
                1660488060,           2022-08-14 14:41:00,           2022-08-14 07:41:00,      3.180000,     12.896000,          7.630000,                    72.245694,      0.892000
                1660488360,           2022-08-14 14:46:00,           2022-08-14 07:46:00,      3.180000,     12.904000,          7.637000,                    72.324927,      0.892000
                1660488660,           2022-08-14 14:51:00,           2022-08-14 07:51:00,      3.180000,     12.878000,          7.656000,                    72.462665,      0.892000
                1660488960,           2022-08-14 14:56:00,           2022-08-14 07:56:00,      3.180000,     12.896000,          7.655000,                    72.482410,      0.892000
                1660489260,           2022-08-14 15:01:00,           2022-08-14 08:01:00,      3.180000,     12.887000,          7.666000,                    72.571939,      0.892000
                1660489560,           2022-08-14 15:06:00,           2022-08-14 08:06:00,      3.180000,     12.878000,          7.667000,                    72.566778,      0.892000
                1660489860,           2022-08-14 15:11:00,           2022-08-14 08:11:00,      3.180000,     12.904000,          7.674000,                    72.675330,      0.892000
                1660490160,           2022-08-14 15:16:00,           2022-08-14 08:16:00,      3.180000,     12.887000,          7.694000,                    72.837007,      0.892000
                1660490460,           2022-08-14 15:21:00,           2022-08-14 08:21:00,      3.180000,     12.904000,          7.699000,                    72.912088,      0.892000
                1660490760,           2022-08-14 15:26:00,           2022-08-14 08:26:00,      3.180000,     12.913000,          7.712000,                    73.049918,      0.893000
                1660491060,           2022-08-14 15:31:00,           2022-08-14 08:31:00,      3.180000,     12.948000,          7.703000,                    73.021833,      0.892000
                1660491360,           2022-08-14 15:36:00,           2022-08-14 08:36:00,      3.180000,     12.966000,          7.712000,                    73.136588,      0.892000
                1660491660,           2022-08-14 15:41:00,           2022-08-14 08:41:00,      3.180000,     13.001000,          7.726000,                    73.326707,      0.892000
                1660491960,           2022-08-14 15:46:00,           2022-08-14 08:46:00,      3.180000,     13.045000,          7.734000,                    73.474821,      0.892000
                1660492260,           2022-08-14 15:51:00,           2022-08-14 08:51:00,      3.180000,     13.080000,          7.738000,                    73.570284,      0.892000
                1660492560,           2022-08-14 15:56:00,           2022-08-14 08:56:00,      3.180000,     13.107000,          7.746000,                    73.690726,      0.892000
                1660492860,           2022-08-14 16:01:00,           2022-08-14 09:01:00,      3.180000,     13.142000,          7.738000,                    73.672098,      0.891000
                1660493160,           2022-08-14 16:06:00,           2022-08-14 09:06:00,      3.180000,     13.168000,          7.756000,                    73.886277,      0.892000
                1660493460,           2022-08-14 16:11:00,           2022-08-14 09:11:00,      3.180000,     13.212000,          7.754000,                    73.939656,      0.892000
                1660493760,           2022-08-14 16:16:00,           2022-08-14 09:16:00,      3.180000,     13.256000,          7.766000,                    74.126643,      0.892000
                1660494060,           2022-08-14 16:21:00,           2022-08-14 09:21:00,      3.180000,     13.334000,          7.757000,                    74.169253,      0.892000
                1660494360,           2022-08-14 16:26:00,           2022-08-14 09:26:00,      3.180000,     13.387000,          7.762000,                    74.304469,      0.892000
                1660494660,           2022-08-14 16:31:00,           2022-08-14 09:31:00,      3.180000,     13.422000,          7.772000,                    74.458006,      0.892000
                1660494960,           2022-08-14 16:36:00,           2022-08-14 09:36:00,      3.180000,     13.483000,          7.774000,                    74.577968,      0.891000
                1660495260,           2022-08-14 16:41:00,           2022-08-14 09:41:00,      3.180000,     13.579000,          7.779000,                    74.784732,      0.892000
                1660495560,           2022-08-14 16:46:00,           2022-08-14 09:46:00,      3.180000,     13.623000,          7.789000,                    74.953769,      0.892000
                1660495860,           2022-08-14 16:51:00,           2022-08-14 09:51:00,      3.180000,     13.727000,          7.792000,                    75.155074,      0.892000
                1660496160,           2022-08-14 16:56:00,           2022-08-14 09:56:00,      3.180000,     13.849000,          7.799000,                    75.425159,      0.892000
                1660496460,           2022-08-14 17:01:00,           2022-08-14 10:01:00,      3.180000,     14.015000,          7.810000,                    75.807742,      0.892000
                1660496760,           2022-08-14 17:06:00,           2022-08-14 10:06:00,      3.180000,     14.154000,          7.830000,                    76.233903,      0.892000
                1660497060,           2022-08-14 17:11:00,           2022-08-14 10:11:00,      3.180000,     14.336000,          7.841000,                    76.645462,      0.892000
                1660497360,           2022-08-14 17:16:00,           2022-08-14 10:16:00,      3.180000,     14.517000,          7.825000,                    76.791483,      0.891000
                1660497660,           2022-08-14 17:21:00,           2022-08-14 10:21:00,      3.180000,     14.682000,          7.841000,                    77.224967,      0.892000
                1660497960,           2022-08-14 17:26:00,           2022-08-14 10:26:00,      3.180000,     14.845000,          7.842000,                    77.508168,      0.892000
                1660498260,           2022-08-14 17:31:00,           2022-08-14 10:31:00,      3.180000,     15.009000,          7.841000,                    77.773478,      0.892000
                1660498560,           2022-08-14 17:36:00,           2022-08-14 10:36:00,      3.180000,     15.190000,          7.848000,                    78.147134,      0.892000
                1660498860,           2022-08-14 17:41:00,           2022-08-14 10:41:00,      3.180000,     15.379000,          7.842000,                    78.405074,      0.892000
                1660499160,           2022-08-14 17:46:00,           2022-08-14 10:46:00,      3.170000,     15.533000,          7.831000,                    78.553781,      0.892000
                1660499460,           2022-08-14 17:51:00,           2022-08-14 10:51:00,      3.170000,     15.696000,          7.817000,                    78.686848,      0.891000
                1660499760,           2022-08-14 17:56:00,           2022-08-14 10:56:00,      3.180000,     15.858000,          7.804000,                    78.827552,      0.891000
                1660500060,           2022-08-14 18:01:00,           2022-08-14 11:01:00,      3.180000,     16.003000,          7.804000,                    79.070779,      0.892000
                1660500360,           2022-08-14 18:06:00,           2022-08-14 11:06:00,      3.180000,     16.166000,          7.789000,                    79.191872,      0.891000
                1660500660,           2022-08-14 18:11:00,           2022-08-14 11:11:00,      3.180000,     16.345000,          7.783000,                    79.430736,      0.891000
                1660500960,           2022-08-14 18:16:00,           2022-08-14 11:16:00,      3.170000,     16.515000,          7.776000,                    79.644039,      0.891000
                1660501260,           2022-08-14 18:21:00,           2022-08-14 11:21:00,      3.170000,     16.719000,          7.761000,                    79.831706,      0.891000
                1660501560,           2022-08-14 18:26:00,           2022-08-14 11:26:00,      3.180000,     16.880000,          7.758000,                    80.070309,      0.891000
                1660501860,           2022-08-14 18:31:00,           2022-08-14 11:31:00,      3.180000,     17.092000,          7.746000,                    80.301003,      0.891000
                1660502160,           2022-08-14 18:36:00,           2022-08-14 11:36:00,      3.180000,     17.295000,          7.724000,                    80.411755,      0.891000
